1,10
2,9.8427
3,9.9169
4,9.8965
5,9.8905
6,9.9314
7,9.9897
8,9.9692
9,9.9878
10,9.8304
11,9.9206
12,9.8156
13,9.8175
14,9.7896
15,9.7587
16,9.7505
17,9.6672
18,9.717
19,9.7795
20,9.6993
21,9.7288
22,9.6179
23,9.7553
24,9.8575
25,9.7807
26,9.663
27,9.6333
28,9.701
29,9.5312
30,9.4292
31,9.5345
32,9.4687
33,9.4932
34,9.4486
35,9.4802
36,9.4146
37,9.3948
38,9.4713
39,9.607
40,9.5434
41,9.5485
42,9.5091
43,9.6032
44,9.5258
45,9.5016
46,9.5557
47,9.5133
48,9.4955
49,9.6124
50,9.4546
51,9.4498
52,9.5291
53,9.487
54,9.4675
55,9.4132
56,9.554
57,9.5322
58,9.4818
59,9.5152
60,9.4978
61,9.56
62,9.648
63,9.6958
64,9.6821
65,9.7775
66,9.6044
67,9.5684
68,9.615
69,9.7262
70,9.7054
71,9.7668
72,9.8359
73,9.7379
74,9.6868
75,9.6551
76,9.6019
77,9.6307
78,9.6106
79,9.6558
80,9.543
81,9.5015
82,9.5129
83,9.6313
84,9.5844
85,9.6814
86,9.6455
87,9.6122
88,9.5445
89,9.6059
90,9.5726
91,9.7356
92,9.8902
93,9.8909
94,9.8938
95,9.8351
96,9.7639
97,9.7439
98,9.6359
99,9.6435
100,9.6794
101,9.6921
102,9.5687
103,9.4758
104,9.3674
105,9.4588
106,9.5399
107,9.514
108,9.5695
109,9.6726
110,9.508
111,9.4981
112,9.5345
113,9.5116
114,9.4171
115,9.5186
116,9.5233
117,9.5139
118,9.5082
119,9.4962
120,9.508
121,9.5561
122,9.4976
123,9.4846
124,9.5145
125,9.6127
126,9.6149
127,9.6732
128,9.7923
129,9.778
130,9.8582
131,9.9261
132,9.9272
133,9.8278
134,9.9206
135,9.922
136,9.9251
137,9.8323
138,9.7987
139,9.6909
140,9.705
141,9.7382
142,9.79
143,9.7835
144,9.69
145,9.6704
146,9.8035
147,9.7578
148,9.7349
149,9.8101
150,9.8497
151,9.8402
152,9.9274
153,9.9612
154,10.049
155,10.009
156,10.081
157,10.045
158,10.078
159,10.111
160,10.089
161,10.174
162,10.28
163,10.256
164,10.307
165,10.268
166,10.236
167,10.149
168,10.124
169,10.116
170,10.008
171,10.117
172,10.042
173,10.02
174,9.9629
175,10.082
176,10.026
177,9.9408
178,9.9957
179,9.9405
180,10.145
181,10.044
182,10.075
183,10.039
184,9.9818
185,9.9892
186,10.103
187,10.107
188,10.07
189,10.03
190,10.023
191,10.002
192,10.028
193,10.188
194,10.221
195,10.175
196,10.177
197,10.297
198,10.294
199,10.385
200,10.41
201,10.495
202,10.49
203,10.446
204,10.498
205,10.57
206,10.594
207,10.493
208,10.549
209,10.534
210,10.632
211,10.617
212,10.654
213,10.68
214,10.676
215,10.687
216,10.789
217,10.948
218,10.926
219,10.907
220,10.815
221,10.685
222,10.579
223,10.738
224,10.753
225,10.747
226,10.737
227,10.653
228,10.568
229,10.546
230,10.606
231,10.614
232,10.471
233,10.405
234,10.389
235,10.448
236,10.398
237,10.374
238,10.49
239,10.354
240,10.37
241,10.391
242,10.29
243,10.339
244,10.338
245,10.318
246,10.363
247,10.543
248,10.509
249,10.525
250,10.434
251,10.416
252,10.399
253,10.403
254,10.415
255,10.488
256,10.6
257,10.493
258,10.429
259,10.417
260,10.338
261,10.311
262,10.191
263,10.195
264,10.266
265,10.261
266,10.315
267,10.388
268,10.344
269,10.389
270,10.298
271,10.315
272,10.287
273,10.349
274,10.414
275,10.359
276,10.321
277,10.297
278,10.378
279,10.316
280,10.357
281,10.279
282,10.33
283,10.379
284,10.395
285,10.361
286,10.366
287,10.364
288,10.375
289,10.303
290,10.28
291,10.256
292,10.312
293,10.382
294,10.297
295,10.266
296,10.141
297,10.246
298,10.253
299,10.158
300,10.148
301,10.262
302,10.207
303,10.147
304,10.155
305,10.107
306,10.087
307,10.019
308,10.036
309,10.092
310,10.135
311,10.233
312,10.292
313,10.297
314,10.201
315,10.227
316,10.305
317,10.317
318,10.317
319,10.35
320,10.362
321,10.427
322,10.518
323,10.53
324,10.535
325,10.474
326,10.404
327,10.398
328,10.326
329,10.33
330,10.166
331,10.244
332,10.359
333,10.34
334,10.325
335,10.373
336,10.365
337,10.219
338,10.164
339,10.142
340,9.9637
341,10.051
342,9.9941
343,9.922
344,10.004
345,9.9455
346,9.972
347,9.8403
348,9.9357
349,9.961
350,9.9246
351,9.8346
352,9.7179
353,9.8347
354,9.8929
355,9.838
356,9.8198
357,9.8377
358,9.7729
359,9.8318
360,9.8344
361,9.8106
362,9.8757
363,9.7859
364,9.8809
365,9.8222
366,9.9113
367,9.9281
368,9.9001
369,9.8379
370,9.7818
371,9.9271
372,9.9906
373,9.8995
374,9.9838
375,10.114
376,10.089
377,10.085
378,10.199
379,10.171
380,10.145
381,10.1
382,10.154
383,10.043
384,10.016
385,10.048
386,10.078
387,10.118
388,10.116
389,10.196
390,10.119
391,10.07
392,9.9683
393,9.9165
394,9.9991
395,10.063
396,10.14
397,10.094
398,10.106
399,10.047
400,10.148
401,10.188
402,10.249
403,10.205
404,10.124
405,10.188
406,10.319
407,10.442
408,10.46
409,10.497
410,10.53
411,10.575
412,10.657
413,10.529
414,10.41
415,10.497
416,10.416
417,10.383
418,10.34
419,10.384
420,10.334
421,10.411
422,10.426
423,10.402
424,10.498
425,10.528
426,10.439
427,10.579
428,10.557
429,10.603
430,10.575
431,10.75
432,10.707
433,10.857
434,10.798
435,10.722
436,10.826
437,10.769
438,10.814
439,10.785
440,10.76
441,10.768
442,10.78
443,10.797
444,10.835
445,10.858
446,10.838
447,10.835
448,10.961
449,10.922
450,10.876
451,10.832
452,10.77
453,10.771
454,10.798
455,10.709
456,10.693
457,10.703
458,10.706
459,10.714
460,10.669
461,10.741
462,10.726
463,10.826
464,10.978
465,11.001
466,11.204
467,11.266
468,11.233
469,11.324
470,11.251
471,11.286
472,11.289
473,11.34
474,11.367
475,11.378
476,11.432
477,11.436
478,11.443
479,11.461
480,11.382
481,11.398
482,11.582
483,11.554
484,11.547
485,11.455
486,11.501
487,11.492
488,11.518
489,11.549
490,11.582
491,11.549
492,11.573
493,11.612
494,11.557
495,11.622
496,11.499
497,11.452
498,11.59
499,11.559
500,11.539
501,11.502
502,11.467
503,11.401
504,11.555
505,11.473
506,11.474
507,11.549
508,11.565
509,11.547
510,11.527
511,11.484
512,11.493
513,11.472
514,11.491
515,11.415
516,11.51
517,11.529
518,11.614
519,11.495
520,11.583
521,11.653
522,11.64
523,11.732
524,11.799
525,11.768
526,11.791
527,11.878
528,11.79
529,11.685
530,11.654
531,11.605
532,11.667
533,11.68
534,11.744
535,11.734
536,11.794
537,11.863
538,12.03
539,11.999
540,12.071
541,11.991
542,11.911
543,11.945
544,12.169
545,12.256
546,12.366
547,12.498
548,12.525
549,12.447
550,12.588
551,12.529
552,12.468
553,12.44
554,12.491
555,12.497
556,12.598
557,12.541
558,12.462
559,12.356
560,12.39
561,12.387
562,12.329
563,12.219
564,12.233
565,12.318
566,12.222
567,12.234
568,12.166
569,12.157
570,12.2
571,12.179
572,12.199
573,12.266
574,12.316
575,12.441
576,12.33
577,12.385
578,12.382
579,12.338
580,12.376
581,12.266
582,12.215
583,12.274
584,12.344
585,12.301
586,12.323
587,12.3
588,12.367
589,12.298
590,12.258
591,12.42
592,12.566
593,12.427
594,12.427
595,12.353
596,12.375
597,12.459
598,12.418
599,12.474
600,12.45
601,12.527
602,12.604
603,12.587
604,12.701
605,12.666
606,12.651
607,12.518
608,12.593
609,12.588
610,12.408
611,12.53
612,12.452
613,12.35
614,12.375
615,12.308
616,12.332
617,12.242
618,12.16
619,12.162
620,12.036
621,11.914
622,11.847
623,11.741
624,11.744
625,11.647
626,11.53
627,11.632
628,11.649
629,11.704
630,11.769
631,11.808
632,11.823
633,11.904
634,11.843
635,11.919
636,11.928
637,11.924
638,11.895
639,11.782
640,11.869
641,11.864
642,11.855
643,11.841
644,11.823
645,11.804
646,11.779
647,11.684
648,11.658
649,11.612
650,11.626
651,11.531
652,11.502
653,11.45
654,11.543
655,11.544
656,11.571
657,11.563
658,11.571
659,11.628
660,11.612
661,11.683
662,11.716
663,11.666
664,11.671
665,11.774
666,11.829
667,11.795
668,11.897
